name,city,region,country,website,source_url,reviewed_at,status,reason
Whisker Cat Cafe Grande Prairie,Grande Prairie,AB,CA,,https://catcafemap.com/cat-cafe/whisker-cat-cafe-grande-prairie,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
WHITE CATS CAFE,Abbotsford British,BC,CA,https://whitecats.ca,https://catcafemap.com/cat-cafe/white-cats-cafe-columbia,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Catelowna Cat Cafe,Kelowna,BC,CA,http://www.catelowna.com,https://catcafemap.com/cat-cafe/catelowna-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Annie's Attic Thrift Shop & Cat Cafe,Winnipeg,MB,CA,https://anniesattic.ca/cat-cafe,https://catcafemap.com/cat-cafe/annies-attic-thrift-shop-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Cleocatra Cafe Osborne,Winnipeg,MB,CA,https://cleocatracafe.ca,https://catcafemap.com/cat-cafe/cleocatra-cafe-osborne,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cleocatra Cafe Portage,Winnipeg,MB,CA,https://cleocatracafe.ca,https://catcafemap.com/cat-cafe/cleocatra-cafe-portage,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Mad Catter Cat Cafe,St Johns,NL,CA,https://www.madcattercafe.com,https://catcafemap.com/cat-cafe/mad-catter-cat-cafe,2026-07-06,duplicate,Reviewed 2026-07-06; not published because this candidate duplicates an existing curated row.
The Cat Lounge at Glasshouse Nursery,Chatham,ON,CA,https://pawr.org/event/catlounge/,https://catcafemap.com/cat-cafe/the-cat-lounge-at-glasshouse-nursery,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Little Paws Cat Cafe,Haileybury,ON,CA,https://www.littlepawscatcafe.com,https://catcafemap.com/cat-cafe/little-paws-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Niagara Falls Cat Cafe,Niagara Falls,ON,CA,https://niagarafallscatcafe.ca,https://catcafemap.com/cat-cafe/niagara-falls-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Meow Woo Studio,Richmond Hill,ON,CA,,https://catcafemap.com/cat-cafe/meow-woo-studio-ontario,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Sault's Cat-urday Cafe,Sault Ste Marie,ON,CA,https://saultscaturdaycafe.wixsite.com/cat-urday-cat-cafe,https://catcafemap.com/cat-cafe/the-saults-cat-urday-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Purrfect Pet Cafe,Thornhill,ON,CA,https://www.purrfectpetcafe.com,https://catcafemap.com/cat-cafe/purrfect-pet-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Lazy Cat Cafe,Toronto,ON,CA,,https://catcafemap.com/cat-cafe/lazy-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Purrfect Café,Toronto,ON,CA,http://www.purrfectcafe.ca/,https://catcafemap.com/cat-cafe/purrfect-cafe-2,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Yay for Strays Cat Cafe,Windsor,ON,CA,https://yayforstrays.ca,https://catcafemap.com/cat-cafe/yay-for-strays-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cafe Felin,Quebec City,QC,CA,https://cafemalangueauxchats.ca,https://catcafemap.com/cat-cafe/cafe-felin,2026-07-06,duplicate,Reviewed 2026-07-06; not published because this candidate duplicates an existing curated row.
The Purrfect Cup Cat Cafe,Saskatoon,SK,CA,https://www.thepurrfectcup.ca,https://catcafemap.com/cat-cafe/the-purrfect-cup-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Lotus Catfe,Alabaster,AL,US,https://www.thelotuscatfe.com,https://catcafemap.com/cat-cafe/lotus-catfe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
"Cattyshack, Inc.",Huntsville,AL,US,https://cattyshackhuntsville.org,https://catcafemap.com/cat-cafe/cattyshack-inc,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Colbert County Cat Cafe,Tuscumbia,AL,US,,https://catcafemap.com/cat-cafe/colbert-county-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Smitten Kitten NWA,Fayetteville,AR,US,https://smittenkittennwa.square.site,https://catcafemap.com/cat-cafe/smitten-kitten-nwa,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Something Pawsitive,Paragould,AR,US,https://www.somethingpawsitive.com,https://catcafemap.com/cat-cafe/something-pawsitive,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
PHX Cat Cafe - North Phoenix,Glendale,AZ,US,https://phxcatcafe.org,https://catcafemap.com/cat-cafe/phx-cat-cafe-north-phoenix,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Hunter's Kitten Lounge,Tucson,AZ,US,https://hunterskittenlounge.org,https://catcafemap.com/cat-cafe/hunters-kitten-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cat Cafe Rescue,Chino Hills,CA,US,https://chinohillscatadoptioncenter.com,https://catcafemap.com/cat-cafe/cat-cafe-rescue,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Knead Cattfeine,Chino Hills,CA,US,,https://catcafemap.com/cat-cafe/knead-cattfeine,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Tabby Tea Cat Lounge,Davis,CA,US,https://cattalesdavis.com/cat-lounge-adoptions,https://catcafemap.com/cat-cafe/tabby-tea-cat-lounge,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Meows Rakuen,Gardena,CA,US,https://meowsrakuen.com,https://catcafemap.com/cat-cafe/meows-rakuen-california,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Caffeinated Cat Cafe,Grover Beach,CA,US,https://www.thecaffeinatedcatcafe.com,https://catcafemap.com/cat-cafe/the-caffeinated-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Cat Lounge Rescue and Adoption Center,La Jolla,CA,US,https://thecatlounge.org,https://catcafemap.com/cat-cafe/the-cat-lounge-rescue-and-adoption-center,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Champy’s Catfé,Lincoln,CA,US,https://www.fieldhavenmarketplace.com/champys-catfe,https://catcafemap.com/cat-cafe/champys-catfe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Feline Good Social Club,Long Beach,CA,US,https://felinegoodsocialclub.com,https://catcafemap.com/cat-cafe/feline-good-social-club,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
CatCafe Lounge,Los Angeles,CA,US,https://www.catcafelounge.com,https://catcafemap.com/cat-cafe/catcafe-lounge,2026-07-06,duplicate,Reviewed 2026-07-06; not published because this candidate duplicates an existing curated row.
The Cat Chillin’ Zone,Martinez,CA,US,https://catchillinzone.com,https://catcafemap.com/cat-cafe/cat-chillin-zone,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Mini Cat Town Milpitas,Milpitas,CA,US,https://minicattown.org/visit-us/kitten-lounge-adoption-center-at-great-mall,https://catcafemap.com/cat-cafe/mini-cat-town-milpitas,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Little Bean's Cat Cafe,Morgan Hill,CA,US,https://www.littlebeanscat.cafe,https://catcafemap.com/cat-cafe/little-bean-s-cat-cafe-california,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Ella's CatHouse,Napa,CA,US,,https://catcafemap.com/cat-cafe/ellas-cathouse,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cats & Crystals,Oceanside,CA,US,https://catsandcrystals.com,https://catcafemap.com/cat-cafe/cats-and-crystals-california,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Frisky Business Cat Café,Palm Springs,CA,US,https://www.friskybusinesscatcafe.com,https://catcafemap.com/cat-cafe/frisky-business-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Mini Cat Town Palo Alto,Palo Alto,CA,US,https://minicattown.org/kitten-lounge-adoption-center-at-stanford-shopping-center,https://catcafemap.com/cat-cafe/mini-cat-town-palo-alto,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Tail Town Cat Cafe,Pasadena,CA,US,https://www.tailtowncats.com,https://catcafemap.com/cat-cafe/tail-town-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Mini Cat Town Pleasanton,Pleasanton,CA,US,https://minicattown.org/visit-us/kitten-lounge-adoption-center-at-stoneridge-shopping-center,https://catcafemap.com/cat-cafe/mini-cat-town-pleasanton,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Whiskers and Wine Bar,San Diego,CA,US,https://www.whiskersandwinebar.com,https://catcafemap.com/cat-cafe/whiskers-and-wine-bar,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Whiskerwood Haven,San Francisco,CA,US,https://whiskerwoodhaven.com,https://catcafemap.com/cat-cafe/whiskerwood-haven-california,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Itty Bitty Kitty Cafe,San Jose,CA,US,https://www.ibokrescue.org/info/display?PageID=21948,https://catcafemap.com/cat-cafe/itty-bitty-kitty-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Mini Cat Town San Jose,San Jose,CA,US,https://minicattown.org/visit-us/kitten-lounge-adoption-floor,https://catcafemap.com/cat-cafe/mini-cat-town,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Mini Cat Town Santa Rosa,Santa Rosa,CA,US,https://minicattown.org/visit-us/kitten-lounge-adoption-center-at-santa-rosa-plaza,https://catcafemap.com/cat-cafe/mini-cat-town-santa-rosa,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Purrrlandia Cat Lounge & Cafe,Thousand Oaks,CA,US,https://www.purrrlandia.com,https://catcafemap.com/cat-cafe/purrrlandia-cat-lounge-and-cafe-california,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Fluffy Tail Cafe,Tustin,CA,US,http://www.fluffytailcafe.com,https://catcafemap.com/cat-cafe/fluffy-tail-cafe-california,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cassie's Cats,Ventura,CA,US,https://cassiescatsandkittens.org,https://catcafemap.com/cat-cafe/cassies-cats,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cat & Craft Cafe,Vista,CA,US,https://www.catandcraftcafe.com,https://catcafemap.com/cat-cafe/cat-craft-cafe,2026-07-06,not_current,"Reviewed 2026-07-06; not published because current public evidence indicates closure, temporary closure, unrelated redirect, expired site, or not-yet-open status."
Purrfect Pause Cat Cafe,Boulder,CO,US,https://www.purrfectpause.com,https://catcafemap.com/cat-cafe/purrfect-pause-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Biscuit Factory Cat Lounge,Colorado Springs,CO,US,https://www.biscuitfactorycat.com,https://catcafemap.com/cat-cafe/biscuit-factory-cat-lounge,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Comfort and Joy Cat Cafe,Colorado Springs,CO,US,https://www.comfortandjoycatcafe.com,https://catcafemap.com/cat-cafe/comfort-and-joy-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Look What the Cat Dragged In,Colorado Springs,CO,US,https://lookwhatthecatbroughtin.org,https://catcafemap.com/cat-cafe/look-what-the-cat-dragged-in,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Teddy Cat Cafe,Denver,CO,US,https://www.teddycatcafe.com,https://catcafemap.com/cat-cafe/teddy-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Elevated Communities Cat Cafe,Longmont,CO,US,https://elevatedcommunitiescatcafe.org,https://catcafemap.com/cat-cafe/elevated-communities-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Sassy Cat Club Cafe,Brandon,FL,US,https://sassycatclubcafe.com,https://catcafemap.com/cat-cafe/sassy-cat-club-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Pure Joy Cat Cafe,Daytona Beach,FL,US,http://purejoycatcafe.com,https://catcafemap.com/cat-cafe/pure-joy-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
DeLand Cat Cafe,Deland,FL,US,https://www.delandcatcafe.com,https://catcafemap.com/cat-cafe/deland-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cara's Cat Café,Destin,FL,US,https://carascatcafe.com,https://catcafemap.com/cat-cafe/caras-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Cattyshack Cafe,Fort Myers,FL,US,https://cattyshackcafe.com,https://catcafemap.com/cat-cafe/cattyshack-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Purradise Springs Cat Sanctuary,Fort White,FL,US,https://www.purrapyinc.com/purradisesprings,https://catcafemap.com/cat-cafe/purradise-springs-cat-sanctuary,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
